"Fecha","Casos acumulados a la fecha","Muertes acumuladas a la fecha","nCFR","nCFR_LQ","nCFR_UQ","cCFR","cCFR_LQ","cCFR_UQ","Tasa_de_no_reportados","Cota_inferior_IC","Cota_superior_IC"
2020-04-15,176,1,0.00568181818181818,0.000143840835643782,0.0312489591844149,0.0192773067796085,0.000486762415492083,0.102553544652118,0.726242527551057,0.117012045178023,1
2020-04-16,192,1,0.00520833333333333,0.000131854889631344,0.02867584185449,0.0172775623549854,0.000436418672418779,0.0923610521423752,0.810299492043816,0.129924894981728,1
2020-04-17,211,1,0.004739336492891,0.000119982412834459,0.0261215989280729,0.0155223345571741,0.000395512514050664,0.0840103264343537,0.901926185679941,0.142839583052649,1
2020-04-18,226,1,0.00442477876106195,0.000112019424401216,0.0244053792995973,0.0139770422112332,0.000351574405233598,0.0749713108539192,1.00164253555365,0.160061226932285,1
2020-04-19,249,1,0.00401606425702811,0.000101672774685082,0.0221717421523239,0.0126199709462071,0.000320427234304267,0.0685199094867721,1.10935279167245,0.175131579855876,1
2020-04-20,263,1,0.00380228136882129,9.62607962302715e-05,0.0210017443011562,0.0114233340343606,0.000287660981101566,0.0616937539593866,1.22556164057612,0.194509155787467,1
2020-04-21,291,1,0.00343642611683849,8.69989919465082e-05,0.0189968186859358,0.0103707845962834,0.000263692393550769,0.0566747069883147,1.34994607881618,0.211734663268293,1
2020-04-22,326,2,0.00613496932515337,0.000743838690540091,0.0219847392914296,0.0188677663282374,0.00229321696236653,0.0664981997942488,0.742006221427898,0.180456012901538,1
2020-04-23,340,2,0.00588235294117647,0.000713175797230988,0.0210864419297292,0.0171753252334095,0.00209487394938756,0.0608948402594074,0.815122846859819,0.197061030932685,1
2020-04-24,366,2,0.00546448087431694,0.000662460430924828,0.0195991926305374,0.0156640924444981,0.00189789312173931,0.0553025900224489,0.893763877454477,0.216988028863185,1
2020-04-25,391,3,0.00767263427109974,0.00158508521425306,0.0222578562825154,0.0214829129287994,0.00444107637561485,0.0613450102423868,0.651680712313087,0.195614931884199,1
2020-04-26,443,4,0.0090293453724605,0.00246551649237651,0.0229562815908967,0.0262482988005333,0.00721571460066602,0.0660061950600643,0.533367899626149,0.181801117138781,1
2020-04-27,457,4,0.0087527352297593,0.0023898277781022,0.0222578367058369,0.0240696842836959,0.00660360752434987,0.0605446602828624,0.581644521589476,0.198200798285703,1
2020-04-28,481,4,0.00831600831600832,0.00227034686767403,0.0211544769683324,0.022110928408234,0.00605342061794814,0.0556141090320471,0.633171061002868,0.215772583771595,1
