"Fecha","Casos acumulados a la fecha","Muertes acumuladas a la fecha","nCFR","nCFR_LQ","nCFR_UQ","cCFR","cCFR_LQ","cCFR_UQ","Tasa_de_no_reportados","Cota_inferior_IC","Cota_superior_IC"
2020-04-11,248,2,0.00806451612903226,0.00097814680810329,0.028826549750623,0.020959923479173,0.00255981798606168,0.0739865474288275,0.667941369819942,0.162191647225377,1
2020-04-12,254,2,0.0078740157480315,0.00095500636432275,0.0281526119692185,0.0192611070723423,0.00233747960860999,0.0677448948917636,0.726853339603883,0.177135118729942,1
2020-04-13,273,2,0.00732600732600733,0.000888448102263934,0.0262120286055002,0.0178214159693744,0.00216994638493558,0.0630189471879673,0.785571697785326,0.190418922172842,1
2020-04-14,285,2,0.00701754385964912,0.000850989838972985,0.0251184827244261,0.0165697480166253,0.0020080354015155,0.0584328788397167,0.844913271218917,0.205363833483481,1
2020-04-15,299,2,0.00668896321070234,0.00081109348459874,0.0239526444520749,0.0154624112213364,0.00188313719842844,0.0548825703695903,0.905421528350089,0.218648651460556,1
2020-04-16,330,4,0.0121212121212121,0.00331222864353794,0.0307426714292898,0.0289368858382353,0.00795289499845433,0.0725503972577427,0.483811564183638,0.165402264544035,1
2020-04-17,345,4,0.0115942028985507,0.00316781727471325,0.0294181540617062,0.0271033521425262,0.00741201250964466,0.0677523469442092,0.516541272325997,0.177115635711947,1
2020-04-18,359,4,0.011142061281337,0.00304395038977944,0.0282809240350081,0.025405483915212,0.00698449543718788,0.0639460933865875,0.551062126851172,0.187658062666217,1
2020-04-19,381,5,0.0131233595800525,0.00427448142961793,0.0303583054389236,0.0298057425933981,0.00973281604643277,0.0680848696575083,0.469708142856369,0.176250612806698,1
2020-04-20,388,5,0.0128865979381443,0.00419712649896257,0.0298153250566379,0.0280128800582865,0.00918231556792643,0.0643320499846411,0.499770104711481,0.186532218433346,1
2020-04-21,403,6,0.0148883374689826,0.00548284306324688,0.032122509804726,0.0316590481087617,0.0116753839609709,0.0674637707249199,0.442211653107961,0.177873247686219,1
2020-04-22,421,7,0.0166270783847981,0.0067104140848309,0.0339567603537347,0.0348670115322735,0.0141143799975427,0.0704354216942591,0.401525665227758,0.170368824539572,1
2020-04-23,429,7,0.0163170163170163,0.00658480896248912,0.0333290381220547,0.0329849082062531,0.013376415336222,0.0668453872705816,0.424436530562967,0.179518744523471,1
2020-04-24,436,8,0.018348623853211,0.00795409167498384,0.0358327881516604,0.035748881730892,0.0155427534177181,0.0691559994403076,0.391620641601833,0.173520737132255,1
2020-04-25,454,9,0.0198237885462555,0.00910379329089116,0.0372971125344711,0.0382426158911173,0.0176592541445449,0.0714539652464554,0.366083743849014,0.167940294966279,1
2020-04-26,460,9,0.0195652173913043,0.00898454084827659,0.036814930307393,0.0364512006670218,0.0167944160991672,0.0680400329463652,0.384075140017709,0.176366757633104,1
2020-04-27,485,9,0.0185567010309278,0.00851954446186636,0.0349331686535146,0.0348216586294006,0.0160728685541342,0.065185086377421,0.402048625799218,0.184091188136503,1
2020-04-28,493,10,0.0202839756592292,0.00976877439502944,0.0369858366868401,0.0370205114416686,0.0179010830781593,0.0670559866929532,0.378168735514611,0.178954938877382,1
